STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD,TweetDate,IsVisible
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-01-01 13:53,FM-15,SCT:04 250,10.00,,43,6.1,36,2.2,25,-3.9,49,0,000,,30.24,,,30.27,0.00,30.27,,,,,,,,,,0757,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/1/15 22:07,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-05-27 14:53,FM-15,CLR:00,10.00,,83,28.3,64,17.8,51,10.6,33,8,310,,30.01,,,30.04,0.00,30.04,,,,,,,,,,0420,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/27/17 23:38,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-06-07 14:53,FM-15,CLR:00,10.00,,75,23.9,60,15.7,49,9.4,40,8,290,,30.13,,,30.16,0.00,30.16,,,,,,,,,,0413,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/7/14 23:01,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-08-25 14:53,FM-15,CLR:00,10.00,,74,23.3,59,15.3,48,8.9,40,9,300,,30.02,,,30.05,0.00,30.05,,,,,,,,,,0518,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,8/25/17 22:44,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-09-14 12:53,FM-15,FEW:02 200,10.00,,76,24.4,57,14.1,41,5.0,29,0,000,,30.02,4,,30.05,0.00,30.05,,,,,,,,,,0546,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,9/14/16 21:45,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-09-06 12:53,FM-15,CLR:00,10.00,,82,27.8,62,16.9,48,8.9,31,8,320,,29.90,6,,29.93,0.00,29.93,,,,,,,,,,0534,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,9/6/14 19:45,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-01-31 11:53,FM-15,OVC:08 8,5.00,HZ:7 |FU:05 |HZ:05,44,6.7,41,5.2,38,3.3,79,3,350,,30.21,,,30.24,0.00,30.24,,,,,,,,,,0737,1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/31/15 20:03,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-10-22 13:53,FM-15,BKN:07 250,10.00,,61,16.1,53,11.5,45,7.2,56,6,320,,29.82,,,29.85,0.00,29.85,,,,,,,,,,0639,1707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,10/22/16 21:25,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-01-02 14:53,FM-15,CLR:00,10.00,,44,6.7,36,2.4,24,-4.4,45,3,300,,30.12,,,30.15,0.00,30.15,,,,,,,,,,0757,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/2/16 23:04,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-06-28 14:53,FM-15,SCT:04 60,10.00,,70,21.1,61,16.0,54,12.2,57,10,190,16,29.94,,,29.97,0.00,29.97,,,,,,,,,,0414,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/28/14 22:43,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-02-08 16:53,FM-15,SCT:04 250,10.00,,55,12.8,50,9.7,44,6.7,67,6,310,,30.31,,,30.34,0.00,30.34,,,,,,,,,,0725,1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,2/9/16 1:23,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-12-19 10:53,FM-15,FEW:02 39,10.00,,52,11.1,47,8.4,42,5.6,69,11,170,,29.91,,,29.94,0.00,29.94,,,,,,,,,,0753,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/19/14 18:30,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-11-26 09:53,FM-15,SCT:04 20 OVC:08 55,8.00,-RA:02 |RA:61 |,50,10.0,49,9.7,49,9.4,96,6,120,,29.50,8,,29.53,0.04,29.53,,,,,,,,,,0731,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,11/26/16 17:26,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-12-23 10:53,FM-15,BKN:07 12 OVC:08 36,10.00,,48,8.9,45,7.3,42,5.6,80,10,140,,30.17,,,30.20,T,30.20,,,,,,,,,,0755,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/23/14 20:04,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-07-16 08:53,FM-15,CLR:00,10.00,,73,22.8,62,16.6,54,12.2,51,5,340,,29.99,,,30.02,0.00,30.02,,,,,,,,,,0428,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/16/14 16:51,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-12-25 12:53,FM-15,FEW:02 25,10.00,,48,8.9,43,6.4,38,3.3,68,6,240,,30.18,8,,30.21,0.00,30.21,,,,,,,,,,0756,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/25/14 20:57,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-08-19 14:53,FM-15,SCT:04 110 SCT:04 250,10.00,,83,28.3,67,19.7,58,14.4,43,7,230,,29.75,,,29.78,0.00,29.78,,,,,,,,,,0510,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,8/19/14 22:30,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-03-19 11:53,FM-15,BKN:07 60,10.00,,59,15.0,49,9.2,37,2.8,44,0,000,,30.01,,,30.04,0.00,30.04,,,,,,,,,,0612,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,3/19/16 20:02,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-06-27 13:53,FM-15,SCT:04 30 BKN:07 60,10.00,,72,22.2,61,16.1,53,11.7,52,9,210,22,29.77,,,29.80,0.00,29.80,,,,,,,,,,0414,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/27/14 22:08,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-01-03 13:53,FM-15,OVC:08 25,3.00,-SN:03 |SN:71 |,37,2.8,35,1.7,32,0.0,82,0,000,,29.92,,,29.96,T,29.95,,,,,,,,,,0757,1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/3/16 22:00,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-03-09 14:53,FM-15,CLR:00,10.00,,55,12.8,49,9.5,43,6.1,64,10,320,,30.06,,,30.09,0.00,30.09,,,,,,,,,,0635,1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,3/9/15 22:25,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-01-14 14:53,FM-15,SCT:04 200,10.00,,42,5.6,36,2.5,28,-2.2,58,6,310,,30.29,,,30.32,0.00,30.32,,,,,,,,,,0753,1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/14/17 23:08,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-05-25 07:53,FM-15,OVC:08 100,10.00,,57,13.9,52,11.3,48,8.9,72,0,000,,30.06,,,30.09,0.00,30.09,,,,,,,,,,0421,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/25/14 16:07,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-08-03 19:53,FM-15,CLR:00,10.00,,69,20.6,59,15.2,52,11.1,55,7,310,,30.14,,,30.17,0.00,30.17,,,,,,,,,,0452,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,8/4/16 4:05,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-01-18 10:53,FM-15,FEW:02 40 BKN:07 200,10.00,,47,8.3,45,7.0,42,5.6,83,6,150,,29.96,,,29.99,0.00,29.99,,,,,,,,,,0751,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/18/16 18:51,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-11-27 14:53,FM-15,SCT:04 21 BKN:07 27 OVC:08 39,10.00,,59,15.0,54,12.3,50,10.0,72,11,180,22,29.75,,,29.78,0.00,29.78,,,,,,,,,,0731,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,11/27/14 23:17,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-03-17 10:53,FM-15,FEW:02 200,10.00,,50,10.0,43,6.1,34,1.1,54,6,020,,30.29,,,30.32,0.00,30.32,,,,,,,,,,0617,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,3/17/16 18:00,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-03-15 08:24,FM-16,FEW:02 7 OVC:08 47,6.00,-RA:02 BR:1 |RA:61 |,50,10.0,50,10.0,50,10.0,100,0,000,,29.86,,,,0.04,29.89,,,,,,,,,,0623,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,3/15/17 16:38,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-12-23 08:53,FM-15,FEW:02 20,10.00,,32,0.0,29,-1.6,24,-4.4,73,6,360,,30.43,,,30.46,0.00,30.46,,,,,,,,,,0755,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/23/17 17:06,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-05-03 14:53,FM-15,FEW:02 40 SCT:04 150 OVC:08 250,10.00,,73,22.8,61,16.3,53,11.7,50,0,000,,29.99,,,30.02,0.00,30.02,,,,,,,,,,0448,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/3/16 22:57,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-01-27 09:53,FM-15,SCT:04 200,10.00,,42,5.6,39,4.1,36,2.2,79,3,150,,30.65,3,,30.68,0.00,30.68,,,,,,,,,,0742,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/27/17 17:31,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-09-10 11:53,FM-15,CLR:00,10.00,,74,23.3,60,15.5,49,9.4,41,0,000,,30.07,,,30.10,0.00,30.10,,,,,,,,,,0541,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,9/10/16 20:20,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-02-01 08:53,FM-15,CLR:00,10.00,,33,0.6,28,-2.1,19,-7.2,56,5,350,,30.30,,,30.33,0.00,30.33,,,,,,,,,,0736,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,2/1/17 17:38,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-05-18 15:53,FM-15,SCT:04 55 BKN:07 70 OVC:08 80,10.00,-RA:02 |RA:61 |,59,15.0,55,12.9,52,11.1,78,0,000,,29.82,3,,29.85,0.04,29.85,,,,,,,,,,0429,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/18/14 22:06,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-06-12 14:53,FM-15,SCT:04 80,10.00,,71,21.7,58,14.6,48,8.9,44,7,220,,29.78,,,29.81,0.00,29.81,,,,,,,,,,0411,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/12/14 22:39,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-01-21 13:53,FM-15,FEW:02 12 BKN:07 24 OVC:08 55,10.00,-RA:02 |RA:61 |,51,10.6,49,9.4,47,8.3,86,3,190,,29.77,,,29.81,0.01,29.80,,,,,,,,,,0748,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/21/16 22:18,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-12-10 14:53,FM-15,OVC:08 70,8.00,-RA:02 |RA:61 |,60,15.6,54,12.3,49,9.4,67,17,160,28,29.27,,,29.30,0.05,29.30,,,,,,,,,,0746,1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/10/14 22:30,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-12-07 13:53,FM-15,SCT:04 170 OVC:08 250,10.00,,55,12.8,50,9.7,44,6.7,67,0,000,,30.05,,,30.08,0.00,30.08,,,,,,,,,,0743,1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/7/14 22:05,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-03-03 09:53,FM-15,CLR:00,10.00,,45,7.2,40,4.2,32,0.0,61,0,000,,30.24,3,,30.27,0.00,30.27,,,,,,,,,,0646,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,3/3/15 17:49,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-06-03 14:53,FM-15,OVC:08 32,10.00,,65,18.3,57,13.8,50,10.0,59,8,200,,30.03,,,30.06,0.00,30.06,,,,,,,,,,0415,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/3/14 23:21,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-06-15 07:53,FM-15,BKN:07 12 OVC:08 17,10.00,,57,13.9,53,11.5,49,9.4,74,6,200,,29.87,,,29.91,,29.90,,,,,,,,,,0411,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/15/14 16:06,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-05-23 07:53,FM-15,OVC:08 90,10.00,-RA:02 |RA:61 |,60,15.6,56,13.4,53,11.7,78,11,180,,30.02,,,30.05,0.04,30.05,,,,,,,,,,0423,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/23/14 16:05,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-06-11 20:53,FM-15,CLR:00,10.00,,62,16.7,55,12.5,48,8.9,60,6,300,,29.96,,,29.99,0.00,29.99,,,,,,,,,,0411,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/12/17 4:49,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-12-15 10:53,FM-15,FEW:02 60 OVC:08 85,10.00,,50,10.0,43,6.1,34,1.1,54,10,320,,29.89,,,29.92,0.00,29.92,,,,,,,,,,0750,1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,12/15/14 18:28,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-05-02 09:53,FM-15,CLR:00,10.00,,75,23.9,59,15.2,47,8.3,37,5,290,,29.92,8,,29.96,0.00,29.95,,,,,,,,,,0449,1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/2/16 18:14,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-07-16 10:53,FM-15,CLR:00,10.00,,80,26.7,65,18.6,56,13.3,44,10,290,,29.97,,,30.00,0.00,30.00,,,,,,,,,,0428,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/16/14 19:05,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-10-06 08:00,FM-16,SCT:04 5,10.00,,63,17.0,60,15.3,57,14.0,83,0,000,,30.03,,,,,30.06,,,,,,,,,,0615,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,10/6/14 16:18,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-02-05 13:53,FM-15,FEW:02 10 BKN:07 34 OVC:08 75,8.00,-RA:02 |RA:61 |,58,14.4,55,12.9,53,11.7,84,10,140,,29.52,,,29.55,0.02,29.55,,,,,,,,,,0730,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,2/5/15 21:32,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-08-18 11:53,FM-15,CLR:00,10.00,,78,25.6,66,19.0,59,15.0,52,6,270,,29.92,,,29.95,0.00,29.95,,,,,,,,,,0509,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,8/18/14 20:18,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-06-05 19:53,FM-15,CLR:00,10.00,,85,29.4,67,19.2,55,12.8,36,3,310,,29.81,,,29.84,0.00,29.84,,,,,,,,,,0413,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/6/16 3:40,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-05-13 13:53,FM-15,CLR:00,10.00,,79,26.1,61,15.9,46,7.8,31,8,310,,30.30,,,30.33,0.00,30.33,,,,,,,,,,0435,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/13/14 22:05,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-05-01 10:53,FM-15,CLR:00,10.00,,68,20.0,57,13.7,47,8.3,47,8,320,16,30.08,,,30.11,0.00,30.11,,,,,,,,,,0451,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,5/1/16 18:52,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-04-29 12:53,FM-15,BKN:07 250,10.00,,73,22.8,55,12.9,38,3.3,28,6,330,,30.42,8,,30.45,0.00,30.45,,,,,,,,,,0456,1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,4/29/14 20:51,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-02-26 11:51,FM-16,BKN:07 14 OVC:08 20,10.00,,54,12.0,49,9.7,45,7.0,72,5,070,,30.09,,,,,30.12,,,,,,,,,,0656,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,2/26/15 19:26,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-06-30 08:36,FM-16,SCT:04 16,10.00,,63,17.0,57,13.9,52,11.0,68,6,060,,30.18,,,,,30.21,,,,,,,,,,0415,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,6/30/14 16:05,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-03-03 15:53,FM-15,SCT:04 230,10.00,,52,11.1,37,3.0,10,-12.2,18,5,300,,30.20,6,,30.23,0.00,30.23,,,,,,,,,,0646,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,3/3/15 23:30,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2015-01-24 15:53,FM-15,SCT:04 12 BKN:07 25,10.00,,62,16.7,58,14.2,54,12.2,75,8,180,,30.21,6,,30.24,0.00,30.24,,,,,,,,,,0745,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/24/15 23:56,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2017-07-28 13:53,FM-15,CLR:00,10.00,,76,24.4,63,17.2,54,12.2,47,10,270,,30.05,,,30.08,0.00,30.08,,,,,,,,,,0442,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,7/28/17 22:05,True
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2014-10-22 12:02,FM-16,BKN:07 8 OVC:08 17,3.00,RA:02 BR:1 |RA:62 |,59,15.0,57,13.8,55,13.0,88,3,160,,29.67,,,,0.02,29.70,,,,,,,,,,0638,1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,10/22/14 20:18,False
WBAN:24234,SEATTLE BOEING FIELD WA US,6.1,47.53028,-122.30083,2016-01-11 14:53,FM-15,BKN:07 70 BKN:07 85,10.00,,44,6.7,43,5.9,41,5.0,89,9,150,,30.10,,,30.13,T,30.13,,,,,,,,,,0755,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,,1/11/16 23:14,False
